Mar. 10, 2019   12:09:40
Cyclic Voltammetry
File: 
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = 0.2
High E (V) = 0.2
Low E (V) = -0.8
Init P/N = N
Scan Rate (V/s) = 0.01
Segment = 7
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
2nd E (V) = 0.6
Sens 2 (A/V) = 1e-4
Comp R (ohm) = 20.0

Segment 1:
Ep = -0.141V
ip = -1.036e-3A
Ah = -6.457e-3C

Segment 2:

Segment 3:
Ep = -0.134V
ip = -1.014e-3A
Ah = -5.793e-3C

Segment 4:

Segment 5:
Ep = -0.145V
ip = -1.007e-3A
Ah = -6.891e-3C

Ep = -0.665V
ip = -2.306e-5A
Ah = -1.842e-5C

Segment 6:

Segment 7:
Ep = -0.140V
ip = -1.012e-3A
Ah = -6.416e-3C

Ep = -0.380V
ip = -1.708e-5A
Ah = -1.052e-5C

Current 2:

Segment 1:

Segment 2:

Segment 3:

Segment 4:

Segment 5:

Segment 6:

Segment 7:

Potential/V, i1/A, i2/A
-0.317, -1.228e-3, 1.736e-5
-0.318, -1.232e-3, 1.753e-5
-0.319, -1.227e-3, 1.743e-5
-0.320, -1.232e-3, 1.760e-5
-0.321, -1.230e-3, 1.750e-5
-0.322, -1.233e-3, 1.762e-5
-0.323, -1.232e-3, 1.753e-5
-0.324, -1.238e-3, 1.765e-5
-0.325, -1.235e-3, 1.755e-5
-0.326, -1.235e-3, 1.771e-5
-0.327, -1.235e-3, 1.763e-5
-0.328, -1.240e-3, 1.778e-5
-0.329, -1.240e-3, 1.768e-5
-0.330, -1.245e-3, 1.782e-5
-0.331, -1.244e-3, 1.772e-5
-0.332, -1.246e-3, 1.782e-5
-0.333, -1.243e-3, 1.769e-5
-0.334, -1.245e-3, 1.782e-5
-0.335, -1.247e-3, 1.772e-5
-0.336, -1.249e-3, 1.783e-5
-0.337, -1.250e-3, 1.774e-5
-0.338, -1.256e-3, 1.786e-5
-0.339, -1.254e-3, 1.773e-5
-0.340, -1.254e-3, 1.783e-5
-0.341, -1.249e-3, 1.773e-5
-0.342, -1.250e-3, 1.786e-5
-0.343, -1.246e-3, 1.778e-5
-0.344, -1.250e-3, 1.791e-5
-0.345, -1.250e-3, 1.781e-5
-0.346, -1.250e-3, 1.792e-5
-0.347, -1.250e-3, 1.785e-5
-0.348, -1.252e-3, 1.795e-5
-0.349, -1.252e-3, 1.788e-5
-0.350, -1.253e-3, 1.796e-5
-0.351, -1.251e-3, 1.788e-5
-0.352, -1.253e-3, 1.799e-5
-0.353, -1.251e-3, 1.790e-5
-0.354, -1.252e-3, 1.801e-5
-0.355, -1.258e-3, 1.794e-5
-0.356, -1.260e-3, 1.800e-5
-0.357, -1.257e-3, 1.794e-5
-0.358, -1.256e-3, 1.800e-5
-0.359, -1.256e-3, 1.796e-5
-0.360, -1.255e-3, 1.802e-5
-0.361, -1.255e-3, 1.798e-5
-0.362, -1.253e-3, 1.805e-5
-0.363, -1.252e-3, 1.802e-5
-0.364, -1.249e-3, 1.807e-5
-0.365, -1.252e-3, 1.808e-5
-0.366, -1.253e-3, 1.813e-5
-0.367, -1.255e-3, 1.812e-5
-0.368, -1.253e-3, 1.817e-5
-0.369, -1.258e-3, 1.817e-5
-0.370, -1.256e-3, 1.820e-5
-0.371, -1.260e-3, 1.822e-5
-0.372, -1.260e-3, 1.825e-5
-0.373, -1.261e-3, 1.822e-5
-0.374, -1.256e-3, 1.823e-5
-0.375, -1.257e-3, 1.824e-5
-0.376, -1.257e-3, 1.826e-5
-0.377, -1.259e-3, 1.826e-5
-0.378, -1.258e-3, 1.828e-5
-0.379, -1.263e-3, 1.828e-5
-0.380, -1.263e-3, 1.828e-5
-0.381, -1.267e-3, 1.827e-5
-0.382, -1.265e-3, 1.829e-5
-0.383, -1.270e-3, 1.828e-5
-0.384, -1.267e-3, 1.828e-5
-0.385, -1.271e-3, 1.831e-5
-0.386, -1.267e-3, 1.828e-5
-0.387, -1.267e-3, 1.828e-5
-0.388, -1.262e-3, 1.824e-5
-0.389, -1.266e-3, 1.826e-5
-0.390, -1.266e-3, 1.823e-5
-0.391, -1.273e-3, 1.822e-5
-0.392, -1.268e-3, 1.817e-5
-0.393, -1.272e-3, 1.820e-5
-0.394, -1.266e-3, 1.814e-5
-0.395, -1.270e-3, 1.821e-5
-0.396, -1.267e-3, 1.815e-5
-0.397, -1.268e-3, 1.823e-5
-0.398, -1.265e-3, 1.823e-5
-0.399, -1.268e-3, 1.834e-5
-0.400, -1.260e-3, 1.831e-5
-0.401, -1.263e-3, 1.845e-5
-0.402, -1.257e-3, 1.843e-5
-0.403, -1.263e-3, 1.859e-5
-0.404, -1.257e-3, 1.856e-5
-0.405, -1.260e-3, 1.870e-5
-0.406, -1.253e-3, 1.865e-5
-0.407, -1.260e-3, 1.883e-5
-0.408, -1.259e-3, 1.876e-5
-0.409, -1.273e-3, 1.889e-5
-0.410, -1.273e-3, 1.875e-5
-0.411, -1.282e-3, 1.884e-5
-0.412, -1.276e-3, 1.872e-5
-0.413, -1.279e-3, 1.880e-5
-0.414, -1.268e-3, 1.871e-5
-0.415, -1.270e-3, 1.887e-5
-0.416, -1.264e-3, 1.880e-5
-0.417, -1.269e-3, 1.899e-5
-0.418, -1.265e-3, 1.892e-5
-0.419, -1.271e-3, 1.907e-5
-0.420, -1.265e-3, 1.899e-5
-0.421, -1.268e-3, 1.915e-5
-0.422, -1.262e-3, 1.912e-5
-0.423, -1.265e-3, 1.931e-5
-0.424, -1.259e-3, 1.927e-5
-0.425, -1.263e-3, 1.947e-5
-0.426, -1.258e-3, 1.939e-5
-0.427, -1.263e-3, 1.961e-5
-0.428, -1.259e-3, 1.951e-5
-0.429, -1.264e-3, 1.970e-5
-0.430, -1.261e-3, 1.961e-5
-0.431, -1.268e-3, 1.981e-5
-0.432, -1.265e-3, 1.971e-5
-0.433, -1.272e-3, 1.991e-5
-0.434, -1.267e-3, 1.979e-5
-0.435, -1.273e-3, 1.997e-5
-0.436, -1.271e-3, 1.982e-5
-0.437, -1.274e-3, 2.002e-5
-0.438, -1.273e-3, 1.989e-5
-0.439, -1.274e-3, 2.007e-5
-0.440, -1.269e-3, 1.995e-5
-0.441, -1.271e-3, 2.011e-5
-0.442, -1.265e-3, 2.004e-5
-0.443, -1.271e-3, 2.018e-5
-0.444, -1.267e-3, 2.007e-5
-0.445, -1.273e-3, 2.023e-5
-0.446, -1.268e-3, 2.014e-5
-0.447, -1.274e-3, 2.037e-5
-0.448, -1.268e-3, 2.021e-5
-0.449, -1.271e-3, 2.043e-5
-0.450, -1.267e-3, 2.034e-5
-0.451, -1.274e-3, 2.056e-5
-0.452, -1.269e-3, 2.044e-5
-0.453, -1.273e-3, 2.064e-5
-0.454, -1.270e-3, 2.055e-5
-0.455, -1.275e-3, 2.077e-5
-0.456, -1.274e-3, 2.069e-5
-0.457, -1.276e-3, 2.084e-5
-0.458, -1.270e-3, 2.072e-5
-0.459, -1.272e-3, 2.099e-5
-0.460, -1.274e-3, 2.089e-5
-0.461, -1.277e-3, 2.110e-5
-0.462, -1.274e-3, 2.099e-5
-0.463, -1.274e-3, 2.121e-5
-0.464, -1.271e-3, 2.113e-5
-0.465, -1.270e-3, 2.138e-5
-0.466, -1.268e-3, 2.133e-5
-0.467, -1.269e-3, 2.151e-5
-0.468, -1.269e-3, 2.149e-5
-0.469, -1.271e-3, 2.168e-5
-0.470, -1.271e-3, 2.164e-5
-0.471, -1.271e-3, 2.181e-5
-0.472, -1.267e-3, 2.172e-5
-0.473, -1.268e-3, 2.198e-5
-0.474, -1.267e-3, 2.190e-5
-0.475, -1.268e-3, 2.211e-5
-0.476, -1.270e-3, 2.206e-5
-0.477, -1.270e-3, 2.221e-5
-0.478, -1.271e-3, 2.219e-5
-0.479, -1.277e-3, 2.237e-5
-0.480, -1.277e-3, 2.229e-5
-0.481, -1.281e-3, 2.249e-5
-0.482, -1.279e-3, 2.237e-5
-0.483, -1.280e-3, 2.252e-5
-0.484, -1.280e-3, 2.251e-5
-0.485, -1.282e-3, 2.263e-5
-0.486, -1.283e-3, 2.259e-5
-0.487, -1.282e-3, 2.270e-5
-0.488, -1.280e-3, 2.267e-5
-0.489, -1.278e-3, 2.279e-5
-0.490, -1.278e-3, 2.283e-5
-0.491, -1.279e-3, 2.293e-5
-0.492, -1.275e-3, 2.288e-5
-0.493, -1.274e-3, 2.302e-5
-0.494, -1.274e-3, 2.303e-5
-0.495, -1.274e-3, 2.316e-5
-0.496, -1.277e-3, 2.320e-5
-0.497, -1.277e-3, 2.334e-5
-0.498, -1.281e-3, 2.332e-5
-0.499, -1.279e-3, 2.344e-5
-0.500, -1.280e-3, 2.345e-5
-0.501, -1.278e-3, 2.356e-5
-0.502, -1.281e-3, 2.357e-5
-0.503, -1.280e-3, 2.365e-5
-0.504, -1.281e-3, 2.364e-5
-0.505, -1.279e-3, 2.379e-5
-0.506, -1.281e-3, 2.376e-5
-0.507, -1.281e-3, 2.390e-5
-0.508, -1.284e-3, 2.387e-5
-0.509, -1.279e-3, 2.395e-5
-0.510, -1.283e-3, 2.401e-5
-0.511, -1.281e-3, 2.412e-5
-0.512, -1.285e-3, 2.407e-5
-0.513, -1.279e-3, 2.411e-5
-0.514, -1.279e-3, 2.419e-5
-0.515, -1.277e-3, 2.427e-5
-0.516, -1.282e-3, 2.430e-5
-0.517, -1.281e-3, 2.438e-5
-0.518, -1.286e-3, 2.437e-5
-0.519, -1.284e-3, 2.449e-5
-0.520, -1.290e-3, 2.445e-5
-0.521, -1.289e-3, 2.449e-5
-0.522, -1.294e-3, 2.449e-5
-0.523, -1.291e-3, 2.452e-5
-0.524, -1.295e-3, 2.452e-5
-0.525, -1.290e-3, 2.450e-5
-0.526, -1.294e-3, 2.456e-5
-0.527, -1.289e-3, 2.449e-5
-0.528, -1.291e-3, 2.460e-5
-0.529, -1.288e-3, 2.459e-5
-0.530, -1.291e-3, 2.468e-5
-0.531, -1.286e-3, 2.466e-5
-0.532, -1.290e-3, 2.482e-5
-0.533, -1.286e-3, 2.479e-5
-0.534, -1.292e-3, 2.488e-5
-0.535, -1.288e-3, 2.487e-5
-0.536, -1.295e-3, 2.497e-5
-0.537, -1.290e-3, 2.492e-5
-0.538, -1.295e-3, 2.513e-5
-0.539, -1.291e-3, 2.500e-5
-0.540, -1.295e-3, 2.512e-5
-0.541, -1.286e-3, 2.514e-5
-0.542, -1.287e-3, 2.532e-5
-0.543, -1.283e-3, 2.534e-5
-0.544, -1.290e-3, 2.548e-5
-0.545, -1.285e-3, 2.541e-5
-0.546, -1.290e-3, 2.563e-5
-0.547, -1.287e-3, 2.560e-5
-0.548, -1.295e-3, 2.569e-5
-0.549, -1.291e-3, 2.563e-5
-0.550, -1.298e-3, 2.580e-5
-0.551, -1.295e-3, 2.566e-5
-0.552, -1.301e-3, 2.584e-5
-0.553, -1.298e-3, 2.571e-5
-0.554, -1.304e-3, 2.581e-5
-0.555, -1.297e-3, 2.565e-5
-0.556, -1.302e-3, 2.581e-5
-0.557, -1.300e-3, 2.568e-5
-0.558, -1.308e-3, 2.579e-5
-0.559, -1.307e-3, 2.566e-5
-0.560, -1.313e-3, 2.576e-5
-0.561, -1.312e-3, 2.563e-5
-0.562, -1.316e-3, 2.574e-5
-0.563, -1.311e-3, 2.559e-5
-0.564, -1.313e-3, 2.561e-5
-0.565, -1.307e-3, 2.558e-5
-0.566, -1.312e-3, 2.572e-5
-0.567, -1.306e-3, 2.559e-5
-0.568, -1.309e-3, 2.579e-5
-0.569, -1.304e-3, 2.566e-5
-0.570, -1.306e-3, 2.586e-5
-0.571, -1.303e-3, 2.577e-5
-0.572, -1.308e-3, 2.592e-5
-0.573, -1.301e-3, 2.576e-5
-0.574, -1.307e-3, 2.590e-5
-0.575, -1.304e-3, 2.580e-5
-0.576, -1.312e-3, 2.598e-5
-0.577, -1.309e-3, 2.577e-5
-0.578, -1.312e-3, 2.595e-5
-0.579, -1.308e-3, 2.582e-5
-0.580, -1.311e-3, 2.604e-5
-0.581, -1.308e-3, 2.585e-5
-0.582, -1.313e-3, 2.609e-5
-0.583, -1.309e-3, 2.592e-5
-0.584, -1.311e-3, 2.604e-5
-0.585, -1.306e-3, 2.592e-5
-0.586, -1.309e-3, 2.616e-5
-0.587, -1.309e-3, 2.602e-5
-0.588, -1.312e-3, 2.618e-5
-0.589, -1.312e-3, 2.619e-5
-0.590, -1.315e-3, 2.625e-5
-0.591, -1.311e-3, 2.612e-5
-0.592, -1.314e-3, 2.640e-5
-0.593, -1.311e-3, 2.619e-5
-0.594, -1.309e-3, 2.637e-5
-0.595, -1.305e-3, 2.639e-5
-0.596, -1.306e-3, 2.652e-5
-0.597, -1.304e-3, 2.644e-5
-0.598, -1.306e-3, 2.670e-5
-0.599, -1.307e-3, 2.664e-5
-0.600, -1.308e-3, 2.672e-5
-0.601, -1.304e-3, 2.658e-5
-0.602, -1.306e-3, 2.696e-5
-0.603, -1.310e-3, 2.684e-5
-0.604, -1.317e-3, 2.704e-5
-0.605, -1.317e-3, 2.689e-5
-0.606, -1.324e-3, 2.716e-5
-0.607, -1.324e-3, 2.698e-5
-0.608, -1.326e-3, 2.710e-5
-0.609, -1.326e-3, 2.704e-5
-0.610, -1.328e-3, 2.712e-5
-0.611, -1.327e-3, 2.696e-5
-0.612, -1.325e-3, 2.707e-5
-0.613, -1.317e-3, 2.704e-5
-0.614, -1.314e-3, 2.721e-5
-0.615, -1.311e-3, 2.715e-5
-0.616, -1.313e-3, 2.732e-5
-0.617, -1.314e-3, 2.726e-5
-0.618, -1.318e-3, 2.746e-5
-0.619, -1.321e-3, 2.734e-5
-0.620, -1.322e-3, 2.745e-5
-0.621, -1.324e-3, 2.737e-5
-0.622, -1.324e-3, 2.751e-5
-0.623, -1.326e-3, 2.736e-5
-0.624, -1.327e-3, 2.759e-5
-0.625, -1.330e-3, 2.745e-5
-0.626, -1.328e-3, 2.760e-5
-0.627, -1.327e-3, 2.744e-5
-0.628, -1.327e-3, 2.767e-5
-0.629, -1.328e-3, 2.755e-5
-0.630, -1.331e-3, 2.772e-5
-0.631, -1.332e-3, 2.764e-5
-0.632, -1.330e-3, 2.774e-5
-0.633, -1.333e-3, 2.761e-5
-0.634, -1.330e-3, 2.764e-5
-0.635, -1.331e-3, 2.766e-5
-0.636, -1.329e-3, 2.779e-5
-0.637, -1.331e-3, 2.779e-5
-0.638, -1.330e-3, 2.792e-5
-0.639, -1.330e-3, 2.791e-5
-0.640, -1.324e-3, 2.797e-5
-0.641, -1.324e-3, 2.798e-5
-0.642, -1.319e-3, 2.812e-5
-0.643, -1.323e-3, 2.807e-5
-0.644, -1.321e-3, 2.825e-5
-0.645, -1.326e-3, 2.829e-5
-0.646, -1.325e-3, 2.840e-5
-0.647, -1.330e-3, 2.839e-5
-0.648, -1.327e-3, 2.835e-5
-0.649, -1.328e-3, 2.834e-5
-0.650, -1.323e-3, 2.842e-5
-0.651, -1.326e-3, 2.861e-5
-0.652, -1.325e-3, 2.859e-5
-0.653, -1.330e-3, 2.869e-5
-0.654, -1.329e-3, 2.872e-5
-0.655, -1.331e-3, 2.865e-5
-0.656, -1.325e-3, 2.869e-5
-0.657, -1.326e-3, 2.875e-5
-0.658, -1.321e-3, 2.882e-5
-0.659, -1.323e-3, 2.900e-5
-0.660, -1.321e-3, 2.908e-5
-0.661, -1.324e-3, 2.918e-5
-0.662, -1.323e-3, 2.915e-5
-0.663, -1.327e-3, 2.927e-5
-0.664, -1.324e-3, 2.923e-5
-0.665, -1.326e-3, 2.922e-5
-0.666, -1.323e-3, 2.938e-5
-0.667, -1.333e-3, 2.963e-5
-0.668, -1.333e-3, 2.958e-5
-0.669, -1.334e-3, 2.966e-5
-0.670, -1.326e-3, 2.969e-5
-0.671, -1.327e-3, 2.989e-5
-0.672, -1.323e-3, 2.989e-5
-0.673, -1.328e-3, 3.002e-5
-0.674, -1.324e-3, 2.992e-5
-0.675, -1.329e-3, 3.010e-5
-0.676, -1.327e-3, 3.012e-5
-0.677, -1.333e-3, 3.026e-5
-0.678, -1.328e-3, 3.026e-5
-0.679, -1.333e-3, 3.053e-5
-0.680, -1.328e-3, 3.043e-5
-0.681, -1.333e-3, 3.064e-5
-0.682, -1.328e-3, 3.049e-5
-0.683, -1.333e-3, 3.074e-5
-0.684, -1.331e-3, 3.066e-5
-0.685, -1.336e-3, 3.082e-5
-0.686, -1.334e-3, 3.079e-5
-0.687, -1.342e-3, 3.099e-5
-0.688, -1.340e-3, 3.093e-5
-0.689, -1.345e-3, 3.101e-5
-0.690, -1.339e-3, 3.098e-5
-0.691, -1.340e-3, 3.106e-5
-0.692, -1.335e-3, 3.096e-5
-0.693, -1.337e-3, 3.130e-5
-0.694, -1.334e-3, 3.120e-5
-0.695, -1.338e-3, 3.129e-5
-0.696, -1.333e-3, 3.120e-5
-0.697, -1.335e-3, 3.147e-5
-0.698, -1.334e-3, 3.142e-5
-0.699, -1.337e-3, 3.156e-5
-0.700, -1.332e-3, 3.151e-5
-0.701, -1.336e-3, 3.183e-5
-0.702, -1.333e-3, 3.164e-5
-0.703, -1.338e-3, 3.190e-5
-0.704, -1.332e-3, 3.181e-5
-0.705, -1.336e-3, 3.199e-5
-0.706, -1.332e-3, 3.199e-5
-0.707, -1.338e-3, 3.225e-5
-0.708, -1.335e-3, 3.207e-5
-0.709, -1.336e-3, 3.224e-5
-0.710, -1.331e-3, 3.220e-5
-0.711, -1.335e-3, 3.244e-5
-0.712, -1.332e-3, 3.235e-5
-0.713, -1.336e-3, 3.258e-5
-0.714, -1.332e-3, 3.243e-5
-0.715, -1.336e-3, 3.268e-5
-0.716, -1.334e-3, 3.256e-5
-0.717, -1.340e-3, 3.287e-5
-0.718, -1.339e-3, 3.266e-5
-0.719, -1.342e-3, 3.289e-5
-0.720, -1.337e-3, 3.276e-5
-0.721, -1.341e-3, 3.310e-5
-0.722, -1.338e-3, 3.302e-5
-0.723, -1.339e-3, 3.315e-5
-0.724, -1.335e-3, 3.306e-5
-0.725, -1.337e-3, 3.336e-5
-0.726, -1.338e-3, 3.334e-5
-0.727, -1.341e-3, 3.346e-5
-0.728, -1.342e-3, 3.338e-5
-0.729, -1.343e-3, 3.360e-5
-0.730, -1.341e-3, 3.347e-5
-0.731, -1.340e-3, 3.372e-5
-0.732, -1.338e-3, 3.376e-5
-0.733, -1.338e-3, 3.391e-5
-0.734, -1.335e-3, 3.386e-5
-0.735, -1.338e-3, 3.402e-5
-0.736, -1.336e-3, 3.395e-5
-0.737, -1.338e-3, 3.410e-5
-0.738, -1.337e-3, 3.406e-5
-0.739, -1.339e-3, 3.421e-5
-0.740, -1.340e-3, 3.420e-5
-0.741, -1.341e-3, 3.450e-5
-0.742, -1.338e-3, 3.431e-5
-0.743, -1.336e-3, 3.464e-5
-0.744, -1.332e-3, 3.450e-5
-0.745, -1.332e-3, 3.474e-5
-0.746, -1.329e-3, 3.469e-5
-0.747, -1.330e-3, 3.482e-5
-0.748, -1.331e-3, 3.490e-5
-0.749, -1.332e-3, 3.509e-5
-0.750, -1.332e-3, 3.502e-5
-0.751, -1.334e-3, 3.544e-5
-0.752, -1.334e-3, 3.528e-5
-0.753, -1.335e-3, 3.554e-5
-0.754, -1.336e-3, 3.546e-5
-0.755, -1.340e-3, 3.563e-5
-0.756, -1.344e-3, 3.545e-5
-0.757, -1.346e-3, 3.571e-5
-0.758, -1.345e-3, 3.556e-5
-0.759, -1.342e-3, 3.569e-5
-0.760, -1.338e-3, 3.559e-5
-0.761, -1.334e-3, 3.589e-5
-0.762, -1.333e-3, 3.590e-5
-0.763, -1.333e-3, 3.612e-5
-0.764, -1.337e-3, 3.614e-5
-0.765, -1.336e-3, 3.629e-5
-0.766, -1.335e-3, 3.623e-5
-0.767, -1.331e-3, 3.645e-5
-0.768, -1.331e-3, 3.642e-5
-0.769, -1.330e-3, 3.664e-5
-0.770, -1.332e-3, 3.667e-5
-0.771, -1.330e-3, 3.678e-5
-0.772, -1.330e-3, 3.678e-5
-0.773, -1.328e-3, 3.702e-5
-0.774, -1.331e-3, 3.696e-5
-0.775, -1.330e-3, 3.709e-5
-0.776, -1.334e-3, 3.713e-5
-0.777, -1.334e-3, 3.720e-5
-0.778, -1.335e-3, 3.730e-5
-0.779, -1.331e-3, 3.731e-5
-0.780, -1.335e-3, 3.740e-5
-0.781, -1.331e-3, 3.737e-5
-0.782, -1.334e-3, 3.758e-5
-0.783, -1.333e-3, 3.772e-5
-0.784, -1.338e-3, 3.781e-5
-0.785, -1.338e-3, 3.788e-5
-0.786, -1.340e-3, 3.793e-5
-0.787, -1.336e-3, 3.813e-5
-0.788, -1.338e-3, 3.819e-5
-0.789, -1.333e-3, 3.811e-5
-0.790, -1.336e-3, 3.834e-5
-0.791, -1.335e-3, 3.834e-5
-0.792, -1.338e-3, 3.850e-5
-0.793, -1.335e-3, 3.845e-5
-0.794, -1.336e-3, 3.831e-5
-0.795, -1.333e-3, 3.865e-5
-0.796, -1.339e-3, 3.873e-5
-0.797, -1.335e-3, 3.867e-5
-0.798, -1.338e-3, 3.891e-5
-0.799, -1.335e-3, 3.892e-5
-0.800, -1.291e-3, 3.870e-5
-0.799, -1.187e-3, 3.833e-5
-0.798, -1.124e-3, 3.811e-5
-0.797, -1.077e-3, 3.791e-5
-0.796, -1.048e-3, 3.774e-5
-0.795, -1.022e-3, 3.768e-5
-0.794, -1.008e-3, 3.740e-5
-0.793, -9.894e-4, 3.737e-5
-0.792, -9.814e-4, 3.716e-5
-0.791, -9.666e-4, 3.707e-5
-0.790, -9.609e-4, 3.683e-5
-0.789, -9.500e-4, 3.691e-5
-0.788, -9.488e-4, 3.674e-5
-0.787, -9.405e-4, 3.665e-5
-0.786, -9.430e-4, 3.659e-5
-0.785, -9.350e-4, 3.615e-5
-0.784, -9.359e-4, 3.608e-5
-0.783, -9.286e-4, 3.607e-5
-0.782, -9.302e-4, 3.576e-5
-0.781, -9.227e-4, 3.590e-5
-0.780, -9.252e-4, 3.570e-5
-0.779, -9.164e-4, 3.552e-5
-0.778, -9.172e-4, 3.543e-5
-0.777, -9.084e-4, 3.532e-5
-0.776, -9.125e-4, 3.517e-5
-0.775, -9.060e-4, 3.508e-5
-0.774, -9.097e-4, 3.496e-5
-0.773, -9.037e-4, 3.481e-5
-0.772, -9.070e-4, 3.466e-5
-0.771, -9.000e-4, 3.454e-5
-0.770, -8.998e-4, 3.441e-5
-0.769, -8.904e-4, 3.424e-5
-0.768, -8.932e-4, 3.430e-5
-0.767, -8.851e-4, 3.411e-5
-0.766, -8.867e-4, 3.400e-5
-0.765, -8.798e-4, 3.383e-5
-0.764, -8.814e-4, 3.368e-5
-0.763, -8.766e-4, 3.366e-5
-0.762, -8.803e-4, 3.362e-5
-0.761, -8.756e-4, 3.345e-5
-0.760, -8.813e-4, 3.344e-5
-0.759, -8.775e-4, 3.327e-5
-0.758, -8.827e-4, 3.315e-5
-0.757, -8.763e-4, 3.298e-5
-0.756, -8.784e-4, 3.298e-5
-0.755, -8.711e-4, 3.283e-5
-0.754, -8.732e-4, 3.279e-5
-0.753, -8.669e-4, 3.267e-5
-0.752, -8.734e-4, 3.270e-5
-0.751, -8.703e-4, 3.243e-5
-0.750, -8.808e-4, 3.241e-5
-0.749, -8.781e-4, 3.203e-5
-0.748, -8.771e-4, 3.205e-5
-0.747, -8.643e-4, 3.189e-5
-0.746, -8.629e-4, 3.204e-5
-0.745, -8.537e-4, 3.185e-5
-0.744, -8.531e-4, 3.198e-5
-0.743, -8.461e-4, 3.172e-5
-0.742, -8.538e-4, 3.180e-5
-0.741, -8.529e-4, 3.169e-5
-0.740, -8.581e-4, 3.173e-5
-0.739, -8.540e-4, 3.156e-5
-0.738, -8.583e-4, 3.152e-5
-0.737, -8.545e-4, 3.129e-5
-0.736, -8.603e-4, 3.135e-5
-0.735, -8.576e-4, 3.128e-5
-0.734, -8.611e-4, 3.127e-5
-0.733, -8.578e-4, 3.105e-5
-0.732, -8.603e-4, 3.098e-5
-0.731, -8.563e-4, 3.095e-5
-0.730, -8.612e-4, 3.085e-5
-0.729, -8.563e-4, 3.078e-5
-0.728, -8.595e-4, 3.076e-5
-0.727, -8.541e-4, 3.054e-5
-0.726, -8.538e-4, 3.049e-5
-0.725, -8.463e-4, 3.039e-5
-0.724, -8.478e-4, 3.053e-5
-0.723, -8.467e-4, 3.007e-5
-0.722, -8.517e-4, 3.044e-5
-0.721, -8.509e-4, 3.021e-5
-0.720, -8.558e-4, 3.032e-5
-0.719, -8.543e-4, 3.005e-5
-0.718, -8.563e-4, 3.012e-5
-0.717, -8.535e-4, 2.991e-5
-0.716, -8.579e-4, 3.001e-5
-0.715, -8.590e-4, 2.973e-5
-0.714, -8.612e-4, 2.973e-5
-0.713, -8.588e-4, 2.947e-5
-0.712, -8.617e-4, 2.963e-5
-0.711, -8.599e-4, 2.931e-5
-0.710, -8.622e-4, 2.934e-5
-0.709, -8.617e-4, 2.908e-5
-0.708, -8.640e-4, 2.921e-5
-0.707, -8.617e-4, 2.902e-5
-0.706, -8.618e-4, 2.906e-5
-0.705, -8.590e-4, 2.878e-5
-0.704, -8.578e-4, 2.881e-5
-0.703, -8.580e-4, 2.872e-5
-0.702, -8.591e-4, 2.863e-5
-0.701, -8.597e-4, 2.840e-5
-0.700, -8.626e-4, 2.855e-5
-0.699, -8.607e-4, 2.820e-5
-0.698, -8.549e-4, 2.824e-5
-0.697, -8.518e-4, 2.814e-5
-0.696, -8.549e-4, 2.818e-5
-0.695, -8.592e-4, 2.790e-5
-0.694, -8.583e-4, 2.798e-5
-0.693, -8.573e-4, 2.786e-5
-0.692, -8.530e-4, 2.788e-5
-0.691, -8.530e-4, 2.777e-5
-0.690, -8.515e-4, 2.779e-5
-0.689, -8.540e-4, 2.774e-5
-0.688, -8.566e-4, 2.771e-5
-0.687, -8.595e-4, 2.762e-5
-0.686, -8.581e-4, 2.761e-5
-0.685, -8.590e-4, 2.746e-5
-0.684, -8.555e-4, 2.744e-5
-0.683, -8.586e-4, 2.731e-5
-0.682, -8.559e-4, 2.726e-5
-0.681, -8.558e-4, 2.702e-5
-0.680, -8.526e-4, 2.720e-5
-0.679, -8.565e-4, 2.712e-5
-0.678, -8.544e-4, 2.703e-5
-0.677, -8.560e-4, 2.698e-5
-0.676, -8.536e-4, 2.699e-5
-0.675, -8.586e-4, 2.694e-5
-0.674, -8.564e-4, 2.689e-5
-0.673, -8.605e-4, 2.679e-5
-0.672, -8.585e-4, 2.671e-5
-0.671, -8.627e-4, 2.657e-5
-0.670, -8.590e-4, 2.662e-5
-0.669, -8.617e-4, 2.659e-5
-0.668, -8.560e-4, 2.648e-5
-0.667, -8.558e-4, 2.639e-5
-0.666, -8.520e-4, 2.641e-5
-0.665, -8.565e-4, 2.639e-5
-0.664, -8.545e-4, 2.643e-5
-0.663, -8.595e-4, 2.635e-5
-0.662, -8.586e-4, 2.635e-5
-0.661, -8.650e-4, 2.617e-5
-0.660, -8.637e-4, 2.632e-5
-0.659, -8.709e-4, 2.610e-5
-0.658, -8.646e-4, 2.595e-5
-0.657, -8.680e-4, 2.599e-5
-0.656, -8.634e-4, 2.588e-5
-0.655, -8.653e-4, 2.588e-5
-0.654, -8.616e-4, 2.581e-5
-0.653, -8.659e-4, 2.580e-5
-0.652, -8.617e-4, 2.573e-5
-0.651, -8.659e-4, 2.560e-5
-0.650, -8.597e-4, 2.561e-5
-0.649, -8.668e-4, 2.553e-5
-0.648, -8.620e-4, 2.555e-5
-0.647, -8.693e-4, 2.546e-5
-0.646, -8.646e-4, 2.539e-5
-0.645, -8.705e-4, 2.535e-5
-0.644, -8.686e-4, 2.527e-5
